Invoice Date,Invoice Quantity,Sales Zone,Sales Location
2023-12-18,40,North,JMU
2023-12-18,120,East,DGP
2023-12-18,60,East,DGP
2023-12-18,25,North,GZB
2023-12-18,50,North,GZB
2023-12-18,58,North,GZB
2023-12-18,25,North,GZB
2023-12-18,15,South,KCI
2023-12-18,10,South,KCI
2023-12-18,15,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,15,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,5,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,5,South,KCI
2023-12-18,10,South,KCI
2023-12-18,8,East,DGP
2023-12-18,10,North,JMU
2023-12-18,15,South,KCI
2023-12-18,5,South,KCI
2023-12-18,10,South,KCI
2023-12-18,80,East,DGP
2023-12-18,20,East,PTA
2023-12-18,20,East,PTA
2023-12-18,10,South,KCI
2023-12-18,5,South,KCI
2023-12-18,15,South,KCI
2023-12-18,15,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,10,South,KCI
2023-12-18,5,South,KCI
2023-12-18,5,South,KCI
2023-12-18,5,South,KCI
2023-12-18,10,South,KCI
2023-12-18,5,South,KCI
2023-12-18,5,South,KCI
2023-12-18,5,South,KCI
2023-12-18,1,South,KCI
2023-12-18,1,South,KCI
2023-12-18,10,South,KCI
2023-12-18,5,South,KCI
2023-12-18,20,West,PNE
2023-12-18,18,South,KCI
2023-12-18,15,South,KCI
2023-12-18,10,South,KCI
2023-12-18,1,South,KCI
2023-12-18,10,South,KCI
2023-12-19,27,East,DGP
2023-12-19,8,East,DGP
2023-12-19,10,South,KCI
2023-12-19,25,East,DGP
2023-12-19,25,East,DGP
2023-12-19,10,East,DGP
2023-12-19,10,South,KCI
2023-12-19,5,South,KCI
2023-12-19,3,South,KCI
2023-12-19,3,South,KCI
2023-12-19,20,North,JMU
2023-12-19,20,North,JPR
2023-12-19,20,North,JPR
2023-12-19,20,North,JPR
2023-12-19,20,North,JPR
2023-12-19,20,North,JPR
2023-12-19,35,South,KCI
2023-12-19,20,West,PNE
2023-12-20,20,North,DLI
2023-12-20,10,North,DLI
2023-12-20,20,North,DLI
2023-12-20,20,North,DLI
2023-12-20,25,East,DGP
2023-12-20,15,East,DGP
2023-12-20,25,East,DGP
2023-12-20,25,East,DGP
2023-12-20,25,East,DGP
2023-12-20,20,North,JPR
2023-12-20,20,North,JPR
2023-12-20,20,North,DLI
2023-12-20,3,North,DLI
2023-12-20,20,North,DLI
2023-12-20,20,North,DLI
2023-12-20,15,North,JMU
2023-12-20,15,North,JMU
2023-12-20,1,North,JPR
2023-12-20,14,North,DLI
2023-12-20,20,North,DLI
2023-12-20,13,North,DLI
2023-12-20,9,North,JMU
2023-12-20,1,North,JMU
2023-12-20,15,North,GRN
2023-12-20,10,North,DLI
2023-12-20,3,East,DGP
2023-12-20,25,East,DGP
2023-12-20,25,East,DGP
2023-12-20,25,East,DGP
2023-12-20,15,North,LKW
2023-12-20,110,North,DLI
2023-12-20,100,North,JPR
2023-12-21,10,North,DLI
2023-12-21,10,North,JPR
2023-12-21,20,North,JPR
2023-12-21,5,North,LKW
2023-12-21,94,North,GRN
2023-12-21,110,North,GRN
2023-12-21,50,North,GRN
2023-12-21,40,East,DGP
2023-12-21,20,North,JPR
2023-12-21,28,East,DGP
2023-12-21,70,East,DGP
2023-12-21,25,East,DGP
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,5,South,KCI
2023-12-21,10,South,KCI
2023-12-21,50,North,GZB
2023-12-21,15,East,DGP
2023-12-21,25,East,DGP
2023-12-21,21,East,DGP
2023-12-21,25,East,DGP
2023-12-21,20,North,JPR
2023-12-21,10,South,KCI
2023-12-21,5,South,KCI
2023-12-21,5,South,KCI
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,35,North,GRN
2023-12-21,35,North,GRN
2023-12-21,10,North,GRN
2023-12-21,70,North,GRN
2023-12-21,8,North,JMU
2023-12-21,10,North,JMU
2023-12-21,100,North,JMU
2023-12-21,2,East,DGP
2023-12-21,25,East,DGP
2023-12-21,25,East,DGP
2023-12-21,26,East,DGP
2023-12-21,20,North,LKW
2023-12-21,25,East,DGP
2023-12-21,5,South,KCI
2023-12-21,10,South,KCI
2023-12-21,10,East,DGP
2023-12-21,1,South,MDI
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,10,South,KCI
2023-12-21,15,South,KCI
2023-12-21,15,North,JPR
2023-12-21,20,North,JPR
2023-12-21,110,North,JPR
2023-12-21,90,North,JPR
2023-12-21,120,North,JPR
2023-12-21,84,North,JPR
2023-12-21,20,North,LKW
2023-12-21,50,North,GRN
2023-12-21,30,North,GRN
2023-12-21,120,North,JMU
2023-12-21,30,North,JMU
2023-12-21,50,North,LKW
2023-12-21,20,North,LKW
2023-12-21,17,North,GRN
2023-12-21,10,North,GRN
2023-12-21,54,North,LKW
2023-12-21,21,North,LKW
2023-12-21,10,West,PNE
2023-12-21,7,North,GRN
2023-12-21,1,North,GRN
2023-12-21,8,North,GRN
2023-12-21,50,North,LKW
2023-12-21,25,North,LKW
2023-12-21,20,West,PNE
2023-12-21,10,North,GRN
2023-12-21,40,North,GRN
2023-12-21,10,North,GRN
2023-12-21,7,North,GRN
2023-12-21,40,North,GRN
2023-12-21,40,North,GRN
2023-12-21,20,West,PNE
2023-12-21,20,West,PNE
2023-12-21,10,West,PNE
2023-12-21,150,North,JMU
2023-12-22,20,North,DLI
2023-12-22,10,North,DLI
2023-12-22,20,North,DLI
2023-12-22,2,North,DLI
2023-12-22,20,North,DLI
2023-12-22,20,North,DLI
2023-12-22,20,North,DLI
2023-12-22,20,North,DLI
2023-12-22,20,North,DLI
2023-12-22,30,North,LKW
2023-12-22,2,South,KCI
2023-12-22,10,North,DLI
2023-12-22,20,North,DLI
2023-12-22,13,North,DLI
2023-12-22,1,North,JPR
2023-12-22,4,South,MDI
2023-12-22,5,North,GRN
2023-12-22,1,South,MDI
2023-12-22,20,North,JPR
2023-12-22,120,North,JPR
2023-12-22,120,North,GZB
2023-12-22,55,North,GZB
2023-12-22,120,North,DLI
2023-12-22,30,North,DLI
2023-12-22,90,North,JMU
2023-12-22,60,North,JMU
2023-12-22,150,North,JPR
2023-12-22,20,West,PNE
2023-12-22,20,West,PNE
2023-12-22,150,East,DGP
2023-12-22,200,North,JMU
2023-12-22,200,North,JMU
2023-12-22,50,North,JMU
2023-12-22,120,North,JPR
2023-12-22,30,North,JPR
2023-12-22,120,North,JMU
2023-12-22,30,North,JMU
2023-12-22,75,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,25,South,MDI
2023-12-22,20,East,DGP
2023-12-22,22,East,DGP
2023-12-22,20,East,DGP
2023-12-22,30,North,LKW
2023-12-22,20,North,LKW
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-22,20,East,DGP
2023-12-23,110,North,DLI
2023-12-23,13,South,MDI
2023-12-23,3,South,MDI
2023-12-23,20,North,DLI
2023-12-23,20,North,DLI
2023-12-23,10,South,KCI
2023-12-23,1,South,MDI
2023-12-23,1,South,MDI
2023-12-23,20,South,MDI
2023-12-23,1,East,DGP
2023-12-23,2,East,DGP
2023-12-23,1,East,DGP
2023-12-23,135,East,DGP
2023-12-23,10,West,PNE
2023-12-23,2,West,PNE
2023-12-23,1,South,MDI
2023-12-24,100,North,DLI
2023-12-24,25,North,DLI
2023-12-24,15,North,DLI
2023-12-24,12,North,DLI
2023-12-24,10,North,DLI
2023-12-24,12,North,DLI
2023-12-24,20,North,DLI
2023-12-24,6,North,DLI
2023-12-24,75,North,DLI
2023-12-24,65,North,DLI
2023-12-25,10,North,JPR
2023-12-25,10,North,JPR
2023-12-25,10,North,JPR
2023-12-25,5,North,GRN
2023-12-25,20,North,JMU
2023-12-25,20,North,JMU
2023-12-25,20,North,JMU
2023-12-25,50,North,JPR
2023-12-25,47,North,JMU
2023-12-25,25,North,GRN
2023-12-25,50,North,GRN
2023-12-25,8,North,JMU
2023-12-25,15,North,JMU
2023-12-25,25,North,GRN
2023-12-25,50,North,GRN
2023-12-25,20,North,GRN
2023-12-25,9,East,DGP
2023-12-25,50,North,JMU
2023-12-25,10,East,PTA
2023-12-25,1,South,HBI
2023-12-26,150,North,GRN
2023-12-26,150,North,GZB
2023-12-26,25,East,DGP
2023-12-26,25,East,DGP
2023-12-26,2,South,KCI
2023-12-26,20,North,LKW
2023-12-26,120,South,MDI
2023-12-26,120,East,DGP
2023-12-26,80,East,DGP
2023-12-26,120,East,DGP
2023-12-26,5,East,DGP
2023-12-26,10,North,LKW
2023-12-26,120,North,GZB
2023-12-26,5,North,GZB
2023-12-26,120,East,DGP
2023-12-26,80,East,DGP
2023-12-26,22,North,JMU
2023-12-26,3,North,JMU
2023-12-26,2,North,JPR
2023-12-26,25,North,GRN
2023-12-26,2,South,KCI
2023-12-26,4,North,LKW
2023-12-27,80,North,GRN
2023-12-27,1,East,DGP
2023-12-27,2,West,PNE
2023-12-27,3,South,HBI
2023-12-27,8,South,HBI
2023-12-27,2,South,HBI
2023-12-27,2,South,HBI
2023-12-27,5,South,KCI
2023-12-27,100,North,DLI
2023-12-27,13,East,DGP
2023-12-27,100,East,DGP
2023-12-27,50,East,DGP
2023-12-27,2,North,GRN
2023-12-27,21,North,LKW
2023-12-28,135,East,DGP
2023-12-28,204,North,DLI
2023-12-28,200,North,DLI
2023-12-28,40,South,MDI
2023-12-28,30,South,MDI
2023-12-28,5,North,GRN
2023-12-28,192,North,DLI
2023-12-28,14,South,MDI
2023-12-28,20,North,GRN
2023-12-28,20,West,PNE
2023-12-28,5,West,PNE
2023-12-29,18,South,KCI
2023-12-29,17,South,KCI
2023-12-29,80,North,GRN
2023-12-29,10,South,KCI
2023-12-29,5,South,KCI
2023-12-29,1,South,KCI
2023-12-29,6,South,KCI
2023-12-29,5,South,KCI
2023-12-29,1,South,KCI
2023-12-29,120,North,GZB
2023-12-29,5,North,GZB
2023-12-29,25,North,GRN
2023-12-29,20,North,GRN
2023-12-29,3,North,JMU
2023-12-29,12,North,JMU
2023-12-29,1,West,PNE
2023-12-29,15,West,PNE
2023-12-30,1,North,LKW
2023-12-30,5,West,PNE
2023-12-30,1,North,JPR
2023-12-30,20,South,KCI
2023-12-30,5,East,PTA
2023-12-30,18,East,PTA
2023-12-30,4,South,KCI
2023-12-30,13,South,HBI
2023-12-30,15,South,MDI
2023-12-30,15,South,MDI
2023-12-30,20,North,JPR
2023-12-30,7,North,JPR
2023-12-30,10,South,MDI
2023-12-30,5,South,MDI
2023-12-30,14,North,JPR
2023-12-30,12,West,PNE
2023-12-30,2,South,MDI
2023-12-30,2,South,MDI
2023-12-30,3,South,MDI
2023-12-30,20,South,MDI
2023-12-30,5,South,MDI
2023-12-30,3,South,MDI
2023-12-30,10,South,MDI
2023-12-30,5,South,MDI
2023-12-30,5,South,HBI
2023-12-30,10,South,MDI
2023-12-30,10,South,MDI
2023-12-30,1,South,HBI
2023-12-30,10,South,MDI
2023-12-30,10,South,MDI
2023-12-30,1,South,HBI
2023-12-30,1,South,HBI
2023-12-30,2,South,MDI
2023-12-30,3,South,MDI
2023-12-30,3,South,MDI
2023-12-30,2,South,MDI
2023-12-30,3,South,MDI
2023-12-30,2,South,MDI
2023-12-30,2,South,HBI
2023-12-30,2,South,HBI
2023-12-31,1,South,HBI
2023-12-31,2,South,HBI
2023-12-31,6,West,PNE
2023-12-31,5,West,PNE
2023-12-31,3,West,PNE
2023-12-31,10,South,MDI
2023-12-31,35,South,MDI
2023-12-31,10,South,MDI
2024-01-09,10,East,DGP
2024-01-10,9,East,DGP
2024-01-10,2,East,DGP
2024-01-16,10,East,DGP
2024-01-16,10,East,DGP
2024-01-16,10,East,DGP
2024-01-16,10,East,DGP
2024-01-16,10,East,DGP
2024-01-16,1,East,DGP
2024-01-16,9,East,DGP
2024-01-20,1,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,7,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,20,East,DGP
2024-01-25,10,East,DGP
2024-01-28,58,East,DGP
2024-01-28,20,East,DGP
2024-01-28,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,20,East,DGP
2024-01-29,4,East,DGP
2024-01-30,10,East,DGP
2024-01-30,5,East,DGP
2024-01-31,7,East,DGP
2024-01-13,19,North,GZB
2024-01-25,11,East,DGP
2024-01-25,1,North,GZB
2024-01-27,10,East,DGP
2024-01-27,10,East,DGP
2024-01-27,5,East,DGP
2024-01-28,8,East,DGP
2024-01-30,1,East,DGP
2024-01-30,24,East,DGP
2024-01-30,24,East,DGP
2024-01-31,14,East,DGP
2024-01-31,28,East,DGP
2024-01-12,3,East,PTA
2024-01-13,3,East,PTA
2024-01-15,5,East,PTA
2024-01-15,1,East,PTA
2024-01-15,15,East,PTA
2024-01-22,5,East,PTA
2024-01-15,1,East,PTA
2024-01-09,10,West,PNE
2024-01-10,2,West,PNE
2024-01-10,3,West,PNE
2024-01-11,4,West,PNE
2024-01-11,3,West,PNE
2024-01-15,3,West,PNE
2024-01-15,5,West,PNE
2024-01-17,5,West,PNE
2024-01-17,17,West,PNE
2024-01-17,2,West,PNE
2024-01-22,2,West,PNE
2024-01-23,10,West,PNE
2024-01-24,5,North,GZB
2024-01-28,10,West,PNE
2024-01-28,4,West,PNE
2024-01-29,5,West,PNE
2024-01-29,3,West,PNE
2024-01-15,9,West,PNE
2024-01-24,5,West,PNE
2024-01-28,14,West,PNE
2024-01-30,15,West,PNE
2024-01-13,45,East,DGP
2024-01-28,20,South,MDI
2024-01-28,17,South,MDI
2024-01-28,20,South,MDI
2024-01-28,20,South,MDI
2024-01-28,20,South,MDI
2024-01-28,10,South,MDI
2024-01-28,20,South,MDI
2024-01-28,20,South,MDI
2024-01-28,20,South,MDI
2024-01-28,20,South,MDI
2024-01-28,15,South,MDI
2024-01-11,22,North,JMU
2024-01-12,30,North,JMU
2024-01-12,5,North,JMU
2024-01-13,30,North,JMU
2024-01-13,30,North,JMU
2024-01-13,20,North,JMU
2024-01-15,10,North,JMU
2024-01-15,3,North,JMU
2024-01-15,7,North,JMU
2024-01-16,26,North,JMU
2024-01-16,10,North,JMU
2024-01-16,10,North,JMU
2024-01-16,30,North,JMU
2024-01-16,10,North,JMU
2024-01-17,32,North,JMU
2024-01-18,2,North,JMU
2024-01-27,40,North,JMU
2024-01-27,25,North,JMU
2024-01-27,25,North,JMU
2024-01-27,40,North,JMU
2024-01-28,14,North,JMU
2024-01-30,40,North,JMU
2024-01-30,40,North,JMU
2024-01-31,18,North,JMU
2024-01-31,15,North,JMU
2024-01-09,5,North,DLI
2024-01-09,10,North,DLI
2024-01-09,10,North,DLI
2024-01-09,5,North,DLI
2024-01-09,4,North,DLI
2024-01-09,1,North,DLI
2024-01-13,20,North,DLI
2024-01-13,10,North,DLI
2024-01-13,20,North,DLI
2024-01-13,20,North,DLI
2024-01-13,10,North,DLI
2024-01-13,14,North,DLI
2024-01-13,15,North,DLI
2024-01-13,20,North,DLI
2024-01-13,20,North,DLI
2024-01-15,20,North,DLI
2024-01-15,20,North,DLI
2024-01-15,10,North,DLI
2024-01-15,14,North,DLI
2024-01-15,7,North,DLI
2024-01-15,13,North,DLI
2024-01-15,12,North,DLI
2024-01-15,3,North,DLI
2024-01-15,20,North,DLI
2024-01-15,10,North,DLI
2024-01-15,10,North,DLI
2024-01-16,1,North,DLI
2024-01-18,10,North,DLI
2024-01-18,15,North,DLI
2024-01-19,20,North,DLI
2024-01-19,20,North,DLI
2024-01-19,20,North,DLI
2024-01-19,15,North,DLI
2024-01-27,20,North,DLI
2024-01-27,5,North,DLI
2024-01-27,20,North,DLI
2024-01-27,5,North,DLI
2024-01-31,20,North,DLI
2024-01-01,1,North,GRN
2024-01-10,10,North,GRN
2024-01-10,30,North,GRN
2024-01-10,15,North,GRN
2024-01-10,27,North,GRN
2024-01-12,10,North,GRN
2024-01-13,9,North,GRN
2024-01-13,40,North,GRN
2024-01-15,60,North,GRN
2024-01-15,23,North,GRN
2024-01-15,5,North,GRN
2024-01-15,2,North,GRN
2024-01-18,30,North,GRN
2024-01-24,3,North,GRN
2024-01-24,29,North,GRN
2024-01-28,10,North,GRN
2024-01-28,15,North,GRN
2024-01-29,5,North,GRN
2024-01-29,45,North,GRN
2024-01-30,25,North,GRN
2024-01-30,25,North,GRN
2024-01-30,25,North,GRN
2024-01-30,25,North,GRN
2024-01-30,25,North,GRN
2024-01-30,25,North,GRN
2024-01-30,17,North,GRN
2024-01-31,20,North,GRN
2024-01-31,14,North,GRN
2024-01-31,15,North,GRN
2024-01-31,9,North,GRN
2024-01-31,15,North,GRN
2024-01-31,15,North,GRN
2024-01-31,2,North,GRN
2024-01-31,3,North,GRN
2024-01-06,50,North,GZB
2024-01-06,26,North,GZB
2024-01-06,10,North,GZB
2024-01-06,20,North,GZB
2024-01-08,20,North,GZB
2024-01-08,20,North,GZB
2024-01-09,1,North,GZB
2024-01-10,10,North,GZB
2024-01-15,28,North,GZB
2024-01-18,25,North,GZB
2024-01-18,13,North,GZB
2024-01-18,37,North,GZB
2024-01-19,15,North,GZB
2024-01-19,35,North,GZB
2024-01-24,2,North,GZB
2024-01-27,40,North,GZB
2024-01-28,10,North,GZB
2024-01-30,70,North,GZB
2024-01-30,30,North,GZB
2024-01-30,30,North,GZB
2024-01-31,12,North,GZB
2024-01-10,8,North,JPR
2024-01-11,20,North,JPR
2024-01-11,20,North,JPR
2024-01-11,20,North,JPR
2024-01-11,20,North,JPR
2024-01-11,20,North,JPR
2024-01-11,5,North,JPR
2024-01-11,20,North,JPR
2024-01-11,4,North,JPR
2024-01-12,20,North,JPR
2024-01-12,10,North,JPR
2024-01-13,20,North,JPR
2024-01-13,20,North,JPR
2024-01-13,10,North,JPR
2024-01-16,20,North,JPR
2024-01-16,20,North,JPR
2024-01-16,15,North,JPR
2024-01-16,20,North,JPR
2024-01-16,8,North,JPR
2024-01-18,12,North,JPR
2024-01-18,10,North,JPR
2024-01-18,2,North,JPR
2024-01-18,5,North,JPR
2024-01-19,10,North,JPR
2024-01-19,2,North,JPR
2024-01-19,1,North,JPR
2024-01-20,3,North,JPR
2024-01-20,2,North,JPR
2024-01-24,2,North,JPR
2024-01-27,3,North,JPR
2024-01-27,20,North,JPR
2024-01-29,10,North,JPR
2024-01-29,20,North,JPR
2024-01-29,20,North,JPR
2024-01-30,5,North,JPR
2024-01-30,20,North,JPR
2024-01-31,3,North,JPR
2024-01-11,20,North,LKW
2024-01-12,10,North,LKW
2024-01-18,19,North,LKW
2024-01-19,10,North,LKW
2024-01-23,2,North,LKW
2024-01-27,14,North,LKW
2024-01-31,5,North,LKW
2024-01-31,2,North,LKW
2024-01-04,4,South,HBI
2024-01-08,20,South,HBI
2024-01-10,1,South,HBI
2024-01-10,2,South,HBI
2024-01-10,2,South,HBI
2024-01-10,2,South,HBI
2024-01-10,2,South,HBI
2024-01-10,2,South,HBI
2024-01-13,1,South,HBI
2024-01-21,15,South,HBI
2024-01-25,22,South,HBI
2024-01-28,1,South,HBI
2024-01-28,3,South,HBI
2024-01-28,2,South,HBI
2024-01-28,2,South,HBI
2024-01-28,2,South,HBI
2024-01-28,2,South,HBI
2024-01-28,4,South,HBI
2024-01-29,1,South,HBI
2024-01-09,2,South,HBI
2024-01-09,2,South,HBI
2024-01-09,2,South,HBI
2024-01-12,5,South,HBI
2024-01-26,20,South,HBI
2024-01-26,5,South,HBI
2024-01-26,15,South,HBI
2024-01-26,4,South,HBI
2024-01-26,3,South,HBI
2024-01-27,5,South,HBI
2024-01-27,2,South,HBI
2024-01-28,5,South,HBI
2024-01-08,1,South,KCI
2024-01-08,1,South,KCI
2024-01-08,4,South,KCI
2024-01-08,1,South,KCI
2024-01-08,1,South,KCI
2024-01-08,1,South,KCI
2024-01-08,1,South,KCI
2024-01-09,1,South,KCI
2024-01-09,1,South,KCI
2024-01-09,1,South,KCI
2024-01-09,10,South,KCI
2024-01-13,5,South,KCI
2024-01-13,10,South,KCI
2024-01-13,1,South,KCI
2024-01-14,5,South,KCI
2024-01-14,5,South,KCI
2024-01-14,5,South,KCI
2024-01-14,1,South,KCI
2024-01-14,5,South,KCI
2024-01-14,5,South,KCI
2024-01-15,20,South,KCI
2024-01-15,20,South,KCI
2024-01-15,20,South,KCI
2024-01-15,10,South,KCI
2024-01-15,15,South,KCI
2024-01-16,7,South,KCI
2024-01-17,20,South,KCI
2024-01-17,16,South,KCI
2024-01-17,2,South,KCI
2024-01-17,1,South,KCI
2024-01-18,4,South,KCI
2024-01-18,1,South,KCI
2024-01-18,2,South,KCI
2024-01-18,1,South,KCI
2024-01-19,2,South,KCI
2024-01-19,2,South,KCI
2024-01-19,10,South,KCI
2024-01-23,5,South,KCI
2024-01-23,20,South,KCI
2024-01-23,20,South,KCI
2024-01-23,10,South,KCI
2024-01-23,5,South,KCI
2024-01-23,8,South,KCI
2024-01-23,8,South,KCI
2024-01-23,5,South,KCI
2024-01-23,5,South,KCI
2024-01-24,5,South,KCI
2024-01-24,5,South,KCI
2024-01-24,20,South,KCI
2024-01-24,5,South,KCI
2024-01-24,5,South,KCI
2024-01-24,5,South,KCI
2024-01-24,5,South,KCI
2024-01-30,5,South,KCI
2024-01-30,20,South,KCI
2024-01-30,10,South,KCI
2024-01-30,15,South,KCI
2024-01-30,5,South,KCI
2024-01-31,5,South,KCI
2024-01-08,2,South,KCI
2024-01-08,2,South,KCI
2024-01-09,1,South,KCI
2024-01-09,9,South,KCI
2024-01-12,15,South,KCI
2024-01-12,15,South,KCI
2024-01-12,20,South,KCI
2024-01-12,20,South,KCI
2024-01-12,15,South,KCI
2024-01-12,10,South,KCI
2024-01-12,15,South,KCI
2024-01-12,15,South,KCI
2024-01-12,20,South,KCI
2024-01-12,10,South,KCI
2024-01-12,10,South,KCI
2024-01-12,10,South,KCI
2024-01-12,15,South,KCI
2024-01-13,1,South,KCI
2024-01-13,10,South,KCI
2024-01-13,10,South,KCI
2024-01-13,1,South,KCI
2024-01-15,3,South,KCI
2024-01-15,5,South,KCI
2024-01-15,1,South,KCI
2024-01-15,1,South,KCI
2024-01-15,2,South,KCI
2024-01-19,1,South,KCI
2024-01-19,2,South,KCI
2024-01-19,2,South,KCI
2024-01-19,1,South,KCI
2024-01-19,4,South,KCI
2024-01-19,2,South,KCI
2024-01-19,1,South,KCI
2024-01-19,1,South,KCI
2024-01-19,1,South,KCI
2024-01-19,3,South,KCI
2024-01-19,1,South,KCI
2024-01-19,2,South,KCI
2024-01-20,1,South,KCI
2024-01-20,1,South,KCI
2024-01-20,5,South,KCI
2024-01-20,2,South,KCI
2024-01-20,2,South,KCI
2024-01-20,2,South,KCI
2024-01-23,1,South,KCI
2024-01-23,2,South,KCI
2024-01-23,3,South,KCI
2024-01-23,3,South,KCI
2024-01-23,2,South,KCI
2024-01-23,2,South,KCI
2024-01-23,2,South,KCI
2024-01-23,2,South,KCI
2024-01-23,3,South,KCI
2024-01-23,3,South,KCI
2024-01-23,2,South,KCI
2024-01-23,2,South,KCI
2024-01-23,2,South,KCI
2024-01-23,1,South,KCI
2024-01-23,2,South,KCI
2024-01-24,1,South,KCI
2024-01-24,2,South,KCI
2024-01-24,2,South,KCI
2024-01-25,5,South,KCI
2024-01-27,5,South,KCI
2024-01-29,3,South,KCI
2024-01-29,2,South,KCI
2024-01-30,6,South,KCI
2024-01-30,2,South,KCI
2024-01-30,6,South,KCI
2024-01-30,2,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,6,South,KCI
2024-01-30,5,South,KCI
2024-01-30,6,South,KCI
2024-01-31,5,South,KCI
2024-01-31,5,South,KCI
2024-01-31,5,South,KCI
2024-01-31,5,South,KCI
2024-01-31,5,South,KCI
2024-01-31,5,South,KCI
2024-01-31,9,South,KCI
2024-01-30,20,South,MDI
2024-01-30,15,South,MDI
2024-01-31,20,South,MDI
2024-01-08,6,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,1,South,MDI
2024-01-08,1,South,MDI
2024-01-08,1,South,MDI
2024-01-08,2,South,MDI
2024-01-08,1,South,MDI
2024-01-08,1,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,1,South,MDI
2024-01-08,3,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-08,2,South,MDI
2024-01-09,2,South,MDI
2024-01-09,3,South,MDI
2024-01-09,2,South,MDI
2024-01-09,1,South,MDI
2024-01-09,2,South,MDI
2024-01-09,1,South,MDI
2024-01-09,2,South,MDI
2024-01-09,5,South,MDI
2024-01-09,3,South,MDI
2024-01-09,2,South,MDI
2024-01-12,2,South,MDI
2024-01-12,2,South,MDI
2024-01-13,3,South,MDI
2024-01-13,4,South,MDI
2024-01-13,3,South,MDI
2024-01-13,3,South,MDI
2024-01-27,30,South,MDI
2024-01-27,15,South,MDI
2024-01-27,20,South,MDI
2024-01-27,4,South,MDI
2024-01-28,20,South,MDI
2024-01-28,65,South,MDI
2024-01-30,7,South,MDI
2024-01-31,58,South,MDI
2024-01-31,10,South,MDI
2024-01-31,5,South,MDI
2024-01-31,36,South,MDI
2024-01-31,30,South,MDI
2024-01-31,20,South,MDI
2024-01-02,204,North,DLI
2024-01-02,120,North,DLI
2024-01-02,80,North,DLI
2024-01-02,120,North,DLI
2024-01-02,80,North,DLI
2024-01-02,40,North,DLI
2024-01-02,120,North,DLI
2024-01-02,40,North,DLI
2024-01-02,200,North,DLI
2024-01-02,40,North,DLI
2024-01-02,110,North,DLI
2024-01-02,20,North,DLI
2024-01-02,120,North,DLI
2024-01-02,60,North,DLI
2024-01-03,120,North,DLI
2024-01-03,80,North,DLI
2024-01-03,120,North,DLI
2024-01-03,80,North,DLI
2024-01-03,120,North,DLI
2024-01-03,80,North,DLI
2024-01-03,120,North,DLI
2024-01-03,80,North,DLI
2024-01-03,80,North,DLI
2024-01-03,20,North,DLI
2024-01-03,40,North,DLI
2024-01-03,60,North,DLI
2024-01-03,40,North,DLI
2024-01-03,40,North,DLI
2024-01-03,120,North,DLI
2024-01-09,25,South,KCI
2024-01-15,50,North,JPR
2024-01-16,200,North,DLI
2024-01-17,200,North,DLI
2024-01-17,200,North,DLI
2024-01-18,150,North,DLI
2024-01-18,50,North,DLI
2024-01-18,100,North,DLI
2024-01-18,100,North,DLI
2024-01-18,50,North,DLI
2024-01-18,200,North,DLI
